,Link,Title,Estate_type,Province,District,Ward,Price,Square,Post_date,Describe,Numb_bedroom,Numb_toilet,Numb_floor
23,https://bds.com.vn/can-goc-2-ngu-huong-dong-bac---tai-chung-cu-tay-ho-river-view---dien-tich-85m2-gia-29-ty-p290213.html,"CĂN GÓC 2 NGỦ, HƯỚNG ĐÔNG BẮC - TẠI CHUNG CƯ TÂY HỒ RIVER VIEW - DIỆN TÍCH 85M2 GIÁ 2.9 TỶ",căn hộ chung cư,Hà Nội,Quận Tây Hồ,Phường Phú Thượng,2.90 tỷ,85 m2,09/08/2024,"CĂN GÓC 2 NGỦ, HƯỚNG ĐÔNG BẮC VIEW SÔNG HỒNG – CẦU NHẬT TÂN DIỆN TÍCH 85M2 TẠI CHUNG CƯ TÂY HỒ RIVER VIEW GIÁ 2.9 TỶ
Vị trí : Số 2 phố Thượng Thượng, Phú Thượng, Tây Hồ, Hà nội
Sổ hồng vĩnh viễn.
- Vào tên ký HĐMB trực tiếp với chủ đầu tư.
- Dự án vào giai đoạn bàn giao về ở ngay tiềm năng tăng giá rất cao nhất khu vực Tây hồ
- Nhà mới bàn giao đã có sẵn sàn gỗ màu đẹp xịn, trần thạch cao, đèn mắt trâu, full thiết bị vệ sinh có bình nóng lạnh, ...
- Tiện ích nội khu: phòng sinh hoạt cộng đồng, siêu thị, cà phê sân vườn tầng thượng, vườn hoa, công viên, thang nâng để xe thông minh, nhà để xe nổi không lo ngặp nước, phòng tập Gym spa, thang rác riêng dành cho cư dân, sảnh và thang máy khối văn phòng riêng không đi chung với cư dân
- Tiện ích ngoại khu kết nối giao thông thuận lợi, rất gần với khu đô thị quốc tế Ciputra, con đường ánh sáng 40m ra Võ Chí Công về khu ngoại giao đoàn, lên hồ Tây về Cầu Giấy, trường ĐH Quốc Gia, 
- Chiết khấu lên đến 3,5% giá trị căn hộ khi thanh toán sớm.
- Chính sách hỗ trợ của Ngân hàng tốt nhất tại thời điểm này: Hỗ trợ lãi suất 0% và ân hạn nợ gốc trong thời gian hỗ trợ lãi suất cho 65% giá trị căn hộ trong 12 tháng.
- Đặc biệt hơn khi mua tại thời điểm này, quý khách hàng sẽ được tặng thêm 1 gói smarthome trị giá 25tr cùng 1 phần quà tân gia lên đến 5 chỉ vàng 9999 tương đương 30tr.
Ngoài căn 2 phòng ngủ 85m2 em còn căn 72 - 74,8m2
Căn 3 phòng ngủ 92 - 98m2
Liên hệ tư vấn xem căn thực tế 0906202168                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Tây Hồ
Mua bán nhà đất Phường Phú Thượng",2,2,6
24,https://bds.com.vn/chinh-chu-ban-gap-can-2pn-the-park-home-80m2-so-hong-lau-dai-p290247.html,"Chính chủ bán gấp căn 2PN The Park Home, 80m2, sổ hồng lâu dài",căn hộ chung cư,Hà Nội,Quận Cầu Giấy,Phường Dịch Vọng,,80 m2,09/08/2024,"Chính chủ có căn 2PN cần bán gấp tại toà The Park Home
Thông tin căn hộ: diện tích 80.36m2, 2pn, 2vs, 2 ban công.
Địa chỉ: số 1 đường Thành Thái, ngã tư Thành Thái- Trần Thái Tông. Ngay cạnh CV Cầu Giấy.
Toà nhà là khu cán bộ công an, cư dân văn minh, trí thức.
Anh/chị mua sẽ vào tên trực tiếp hợp đồng mua bán.
Chi tiết liên hệ: 0986017923.                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Cầu Giấy
Mua bán nhà đất Phường Dịch Vọng",,,
25,https://bds.com.vn/hiem-hiem-thuy-khue-50m-ra-pho-an-sinh-dinh-gia-cuc-hiem-p290292.html,"HIẾM! HIẾM! Thụy Khuê 50m ra phố, an sinh đỉnh, giá cực hiếm",nhà riêng,Hà Nội,Quận Tây Hồ,Phường Thuỵ Khuê,3.50 tỷ,35 m2,09/08/2024,"HIẾM! HIẾM! Thụy Khuê 50m ra phố, an sinh đỉnh, giá cực hiếm
Mô tả:
-	Vị trí: ngõ 27 Thụy Khuê
-	Tiện ích: Nhà mới hoàn thiện đep long lanh
+ Khu vực trung tâm, cách mặt phố chỉ 50m
+ Gần CA phường Thụy Khuê, đi bộ 100m ra CV Bách Thảo, tiện ích xung quanh đầy đủ, an sinh đỉnh
-	Thiết kế: hiện đại, xây dựng 5, 3 phòng ngủ + wc khép kín
-	Sổ đỏ chuẩn đẹp, cất két chờ giao dịch
-	Giá cực yêu thương
-	Liên hệ: Mr Quốc Hồ Thổ 0983367642 để đi xem nhà                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Tây Hồ
Mua bán nhà đất Phường Thuỵ Khuê",3,3,5
26,https://bds.com.vn/ban-nha-mieu-nha-nha-dep-ngo-nong-33mx5-tang-27-ty-p290308.html,"Bán nhà Miêu Nha, Nhà đẹp ngõ nông 33mx5 tầng 2.7 tỷ",nhà riêng,Hà Nội,Quận Nam Từ Liêm,Phường Tây Mỗ,2.70 tỷ,33 m2,09/08/2024,"Bán nhà Miêu Nha, Nhà đẹp ngõ nông 33mx5 tầng 2.7 tỷ
- Nhà đẹp mới xây, 10m ra đường ô tô tránh, gần chợ, khu dân cư đông đúc, trường học Lý Nam Đế câp 1,2
- Khu vực tương lai gần phát triển, đường 70 chuẩn bị thông, gần khu đô thị vinhomes smart, đường đại lộ Thăng Long...
- Nhà vuông vắn, sổ đỏ sẵn sàng giao dịch.
-Lh Ngay 0978.495.786 (zalo) 0396.712.271 để xem nhà.                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Nam Từ Liêm
Mua bán nhà đất Phường Tây Mỗ",4,3,5
27,https://bds.com.vn/villa-1---158-to-hieu---ha-cau---ha-dong---ha-noi-17562m2-p290481.html,"Villa 1 - 158 Tô Hiệu - Hà Cầu - Hà Đông - Hà Nội 175,62m2",nhà biệt thự liền kề,Hà Nội,Quận Hà Đông,Phường Hà Cầu,25025000 tỷ,175 m2,09/08/2024,"***Mình chính chủ bán biệt thự villa 11
- Khu biệt thự villa 1 
- Địa Chỉ: 158 tô hiệu - Hà Đông 
- Diện Tích:175,62m2
 - Hướng: Đông Nam mát mẻ
- Nhìn vườn hoa
 - Có bảo vệ 24/24
- Trước nhà 2 ô tô tránh 
- Giá: 143tr/m2
- Cầu thang , cửa gỗ lim Nam Phi cực sịn
- Nhà mới hoàn thiện 2 năm cực mới 
- Hệ thống chiếu sáng 3 màu theo mùa . 
— tại VILLA 1-Hillstates Tô Hiệu,hà Cầu,Hà Đông.
- Call: 0967138301 E.Trường để được tư vấn                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Hà Đông
Mua bán nhà đất Phường Hà Cầu",,,
28,https://bds.com.vn/ngon-nhuc-nach-nha-dep-o-ngay-o-to-tranh-50m-ngo-ba-gac-do-cua-thang-thoang-dep-ngo-172-au-co-4-tang-nhinh-3-ty-p290495.html,"NGON NHỨC NÁCH! NHÀ ĐẸP Ở NGAY-Ô TÔ TRÁNH 50M, NGÕ BA GÁC ĐỖ CỬA, THẲNG, THOÁNG ĐẸP Ngõ 172 Âu Cơ, 4 tầng, nhỉnh 3 tỷ",nhà riêng,Hà Nội,Quận Tây Hồ,Phường Nhật Tân,3.95 tỷ,43 m2,09/08/2024,"- Nhà 4 tầng cực đẹp và chắc chắn, chủ là người cẩn thận nên nhà lúc nào cũng sáng thoáng và sạch sẽ, ấm vào mùa đông mát vào mùa hè
- Giao thông thuận tiện
- An ninh tốt,hàng xóm thiện lành.
Mô tả:
+ Tầng 1: Gara xe máy, phòng khách, bếp, WC.
+ Tầng 2, 3: Mỗi tầng 2 Phòng ngủ, WC thoáng sáng rộng. Riêng tầng 3 có phòng ngủ khép kín.
+ Tầng 4: Phòng thờ, sân phơi rộng thoáng.
- Sổ đỏ đẹp sẵn sàng giao dịch ngay.
- Liên hệ: Mr Quốc Hồ Thổ 0983367642 để xem nhà miễn phí                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Tây Hồ
Mua bán nhà đất Phường Nhật Tân",4,3,4
29,https://bds.com.vn/cchu-ban-nha-mp-hoang-nhu-tiep-long-bien-dt-210m2-mt-9m-hieu-suat-60tr1th-gia-32-ty-co-tl-p290611.html,"C.chủ bán nhà MP Hoàng Như Tiếp, Long Biên, dt 210m2 mt 9m hiệu suất 60tr/1th giá 32 tỷ có TL",nhà mặt phố,Hà Nội,Quận Long Biên,Phường Bồ Đề,32 tỷ,210 m2,09/08/2024,"- Chính chủ bán gấp nhà mặt phố Hoàng Như Tiếp, Long Biên, diện tích 210m2 mặt tiền 9m, hiện trạng nhà 5 tầng 1 tum đang cho thuê hiệu suất 60tr/1tháng, đường trước nhà ô tô tránh dừng đỗ, vỉa hè để 3-4 hàng xe, thông thương các tuyến phố : Lâm Hạ, Hồng Tiến, Nguyễn Văn Cừ, Nguyễn Sơn, Bồ Đề, Ái Mộ, Ngọc Lâm… 
- Xung quanh nhiều tiện ích như trường học Ngọc Lâm, bệnh viện Tâm Anh, shop House Minh Nhựa, khu liền kề HC 319, chung cư Beriver.. khu vực kinh doanh vô cùng sầm uất, phù hợp với nhiều các mặt hàng kinh doanh : toà văn phòng, spa, nhà hàng, khách sạn…
- Với lợi thế khuôn nhà đẹp mặt tiền rộng, chủ mới về sửa sang hoặc đập đi xây lại toà 7-8 tầng như hàng xóm VIP nhất phố.
- Sổ đỏ vuông đẹp, pháp lý chuẩn giao dịch trong ngày.

Vui lòng liên hệ để xem nhà 0915556993 Dương THỔ CƯ ( Chuyên nhà mặt phố thổ cư khu vực Hà Nội, nhận ký gửi BĐS thổ cư, tư vấn tận tâm miễn phí 100% mọi dịch vụ )                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Long Biên
Mua bán nhà đất Phường Bồ Đề",55,5,5
30,https://bds.com.vn/isieu-hiem-lo-goc-o-to-vao-nha-kinh-doanh-nhinh-8-ty-tu-dinh-long-bien-p290756.html,ISiêu Hiếm-Lô Góc-Ô tô Vào Nhà-Kinh Doanh-Nhỉnh 8 tỷ Tư Đình LONG BIÊN,nhà mặt phố,Hà Nội,Quận Long Biên,Phường Long Biên,8.20 tỷ,52 m2,09/08/2024,"Bán Nhà Phố Tư Đình 52m 5 tầng MT6.4m Nhỉnh 8 Tỷ Long Biên,
+Nằm trong khu vực trung tâm quận Long Biên, giao thông thuận lợi do nằm giữa 2 cầu Chương Dương Và Vĩnh Tuy chỉ mất vài phút chạy xe là sang TT Thành Phố Hà Nội, đường thông nhiều ngả Cổ Linh,Bát Khối,Phố Trạm, Đê Xuân Quan-Long Biên.
+Tiện ích xung quanh thì rất nhiều như Trường Cấp 1,2,Trường Mầm Non, Bệnh Viện Tâm Anh, Bắc Hà,TTTM Aeon,
+Nhà Xây cực kỳ chắc chắn,khu dân trí cao,an ninh tốt đáng đồng tiền cho thuê, hoặc kinh doanh vô cùng tốt
+Tầng 1 Phòng Khách, Bếp, Gara oto
+Tầng 2, 3,4 :4 phòng ngủ,đầy đủ công năng, nội thất xịn sò nhất VBB.
+ Tầng 5 phòng thờ, sân phơi
+ Các phòng đều thoáng, ánh sáng tự nhiên
+ Sổ đỏ cất két, sẵn sàng giao dịch cho khách thiện chí mua ở(có thương lượng)
+LH 090 606 2589 Hưng chuyên nhà đẹp mặt phố. Hỗ trợ Ngân Hàng 80% giá trị bất động sản.                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Long Biên
Mua bán nhà đất Phường Long Biên",5,3,5
31,https://bds.com.vn/lo-goc-3-mat-thoang-ban-nha-mat-pho-vong-dt42m6tmt84m-gia-chi-19-ty-p290821.html,"LÔ góc 3 mặt thoáng-Bán nhà mặt phố Vọng-DT42M,6T,Mt8,4m giá chỉ 19 tỷ",nhà mặt phố,Hà Nội,Quận Hai Bà Trưng,Phường Đồng Tâm,19 tỷ,42 m2,09/08/2024,"LÔ GÓC 3 MẶT THOÁNG - ĐẸP VÀ NỔI BẬT NHẤT KHU PHỐ - DÒNG TIỀN CHO THUÊ 50TR/ THÁNG-giá chỉ 19 tỷ thương lượng cao
Nhà lô góc 3 mặt thoáng, mặt tiền siêu khủng 8.4m, nổi bật và đẹp nhất phố. Sát cổng trường đại học kinh tế quốc dân.
- Nhà mới xây được vài năm, thiết kế hiện đại. Từ tầng 2 lên tầng 6 xây đua ra được 50m2.
- Chủ đang cho thuê 50tr/ tháng
- Thiết kế tầng 1-2-3-4 thông sàn, tầng 5-6 tầng 2 phòng.
- Sổ đỏ cất két, pháp lý sạch sẵn sàng giao dịch.
	- Liên hệ Mr.Đức 082.66466.55                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Hai Bà Trưng
Mua bán nhà đất Phường Đồng Tâm",4,4,6
32,https://bds.com.vn/ban-nha-mat-pho-duc-giang-65m-x-6-tang-p290902.html,Bán nhà mặt phố Đức Giang 65m x 6 tầng,nhà mặt phố,Hà Nội,Quận Long Biên,Phường Đức Giang,19.7 tỷ,65 m2,09/08/2024,"THÁNG MÁY XỊN-CĂN GÓC 3 THOÁNG-6TẦNG KINH DOANH-MẶT PHỖ VỈA HÈ-MẶT NGÕ OTO TRÁNH-KINH DOANH CẢ 3 MẶT 

Hàng siêu hiếm tại đầu Phố Đức Giang- Ngô Gia Tự Long Biên

Vị trí nằm ngay ngã ba Đức Giang - Ngô Gia Tự, ba mặt vỉa hè , khu vực đi lại đông đúc nhộp nhịp . 

Kinh doanh hàng ăn, hàng thuốc, Spa, Phòng Khám, văn phòng, cơ khí..... quá tuyệt.

Thiết kế nhà gồm 6 tầng thang máy :

• Tầng 1 : chia 2 lô cho thuê kinh doanh : chủ kinh doanh mặt phố Đức Giang, còn mặt phố Ngô Gia Tự đang treo biển cho thuê mặt bằng.

• Tầng 2 : Cho thuê kinh doanh kết hợp tầng 1 ( tăng doanh thu)

• Tầng 3-5: Phòng bếp + 5 ngủ rộng + WC 

• tầng 6 phòng thờ sân vườn                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Long Biên
Mua bán nhà đất Phường Đức Giang",5,6,6
33,https://bds.com.vn/khuyen-mai-lon-danh-cho-khach-hang-mua-nha-dip-cuoi-nam-tai-vinhomes-ocean-park-p291012.html,khuyến mãi lớn dành cho khách hàng mua nhà dịp cuối năm tại vinhomes ocean park,căn hộ chung cư,Hà Nội,Huyện Gia Lâm,Xã Dương Xá,2.25 tỷ,80 m2,09/08/2024,"VINHOMES OCEAN PARK GIA LÂM - HÀ NỘI  
 


Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Huyện Gia Lâm
Mua bán nhà đất Xã Dương Xá",3,2,20
34,https://bds.com.vn/ban-nha-rieng-ngo-sy-lien-dong-da-48m2-6-tang-mt-42-gia-75-ty-p291013.html,"Bán nhà riêng Ngô Sỹ Liên, Đống Đa 48m2, 6 tầng, mt 4,2 giá 7,5 tỷ.",nhà riêng,Hà Nội,Quận Đống Đa,Phường Quốc Tử Giám,7.5 tỷ,48 m2,09/08/2024,"Bán nhà riêng Ngô Sỹ Liên, Đống Đa 48m2, 6 tầng, mt 4,2 giá 7,5 tỷ.- Vị trí vô cùng đẹp, cách phố 10m, Trung tâm Đống Đa, sát phố cổ, đi đâu cũng tiện. - Nhà xây mới, 6 tầng thang máy nhập, thiết kế  sang xịn, thiết bị nhập ngoại 100%. Phòng ốc rộng rãi, cực thoáng. Trước nhà gần 3m mênh mông. - Đi bộ vài bước là ra chợ, thứ gì cũng có, cực tiện lợi. Vị trí quá trung tâm, tiện ích vô vàn. Có thể kinh doanh online hay mở văn phòng cực hợp lý. + Sổ đỏ chính chủ, pháp lý đầy đủ.+ Giá 7,5 tỷ có thương lượng.Liên hệ ms Loan 0934306903.                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Đống Đa
Mua bán nhà đất Phường Quốc Tử Giám",4,5,6
35,https://bds.com.vn/quy-10-can-ngoai-giao-lien-ke--biet-thu-eurowindow-twin-park-vi-tri-dep-sinh-loi-cao-lh-em-0886083139-p292171.html,"Qũy 10 căn ngoại giao Liền kề , Biệt thự Eurowindow Twin Park vị trí đẹp sinh lời cao, LH em 0886083139",nhà biệt thự liền kề,Hà Nội,Huyện Gia Lâm,Thị Trấn Trâu Quỳ,12 tỷ,75 m2,09/08/2024,"Quỹ hàng hơn 10 lô ngoại giao cả biệt thự lẫn liền kề. Ký HĐMB trực tiếp với CĐT1. Chi tiết liền kề+ Diện tích: 75m2 xây 5 tầng mật độ xây dựng 70 - 80%+ Mặt tiền rộng 5m + Vị trí đường số 8, đường số 9, đường số 2Giá từ 148tr/m22. Quỹ đất vàng tại trung tâm Gia Lâm+ Thanh khoản cao, Vinpearl Land chuẩn bị triển khai và Gia Lâm lên quận trước năm 2025+ Là KĐT mở với 8 lối giao thông, đảm bảo kinh doanh sầm uất.+ Điểm nối từ Học Viện Nông Nghiệp và TT Trâu Quỳ qua KĐT Vinhomes Ocean Park.+ Cửa ngõ Đông Nam Hà Nội đi về các tỉnh Hưng Yên, Hải Phòng, Hải Dương, Quảng Ninh.+ Đang trong quá trình làm hạ tầng giá khởi điểm hấp dẫn.+ Sinh lời bền vững sổ đỏ lâu dài.+ CĐT Eurowindow HoldingLiên hệ trực tiếp em Hoa Quỳnh : 0886083139Hỗ trợ anh chị đến khi thanh khoản.                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Huyện Gia Lâm
Mua bán nhà đất Thị Trấn Trâu Quỳ",1,1,1
36,https://bds.com.vn/ban-nha-ngo-pho-ton-that-tung-khuong-thuong-dong-da-hn-dt-36mx5t-gia-42-ty-p291065.html,"Bán nhà ngõ phố Tôn Thất Tùng Khương Thượng Đống Đa HN DT 36mx5T giá 4,2 tỷ",nhà riêng,Hà Nội,Quận Đống Đa,Phường Khương Thượng,4.20 tỷ,36 m2,09/08/2024,"Bán nhà 5 tầng tại Phố Tôn Thất Tùng, Trường Chinh, Đống Đa, 
- Diện tích 36m2 m2 xây mới 5 tầng, khung cột bê tông chắc chắn. Ngoài ra có sân chung để xe 20m2
+ Vị trí trung tâm đắc địa. Trong con ngõ lớn xe ô tô tải ra vào thoải mái, dân trí cao, đối diện sang đường là Đại Học Y, gần ngã tư Tôn Thất Tùng - Trường Chinh - Lê Trọng Tấn (có TTTM Atermis). Từ nhà ra phố chỉ 50m thuận tiện sinh hoạt, đi lại
Khu vực rất nhiều tiện ích, chỉ 100m là ra đến chợ, gần các trường THCS Khương Thượng, Đống Đa, Đại học Y, Đại học Thuỷ Lợi, Đại học Công Đoàn, Đại học Quốc Gia, Bệnh viện Đại học Y, Bệnh viện Đống Đa, các trung tâm thương mại, giao thông rất thuận lợi…
+ Thiết kế: 
– Tầng 1: Phòng khách và bếp.
– Tầng 2, 3,4: Mỗi tầng 01 phòng ngủ + 1WC rộng.
– Tầng 5: Phòng thờ, phòng giặt + sân phơi.
Nhà hoàn thiện vật liệu cao cấp, trần thạch cao Vĩnh Tường, cửa thông phòng và tay vịn cầu thang gỗ Lim, thiết bị vệ sinh Inax, hệ thống đèn Led chiếu sáng tiết kiệm điện.
+ Sổ đỏ chính chủ, sẵn sàng giao dịch.
+ Giá bán: 4,2 tỷ (có thương lượng) Liên hệ Chị yến ĐT:0702138238                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Đống Đa
Mua bán nhà đất Phường Khương Thượng",3,4,5
37,https://bds.com.vn/sieu-dep-ban-nha-ngo-thinh-hao-3-dt57m25t-gia-chi-525-ty-p291372.html,"Siêu đẹp! Bán nhà Ngõ thịnh hào 3, DT57m2,5T giá chỉ 5,25 tỷ",nhà riêng,Hà Nội,Quận Đống Đa,Phường Hàng Bột,5.25 tỷ,57 m2,09/08/2024,"• Thông tin mô tả 
+ Vị trí nhà nằm cách mặt phố Tôn Đức Thắng hơn 100m. Ngõ trước nhà cực thoáng.
+ Thiết kế 5 tầng. Nội thất sang trọng phong cách Châu Âu. Có khe thoáng 4m đằng sau ko trên sổ nhưng cũng xây hết đất.
- T1. Sân Để Xe + Khách + Bếp + Wc
- T2.3.4. Mỗi tầng 2 phòng + Wc
- T5. 1phòng ngủ + 1 Phòng thờ + Sân Phơi.
+ sổ vuông vắn-có nội thất sẵn, giá chỉ 5,25 tỷ thương lượng
	• Liên hệ Mr.Đức 0826646655 để xem nhà 24/24 giao dịch miễn phí                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Đống Đa
Mua bán nhà đất Phường Hàng Bột",6,6,5
38,https://bds.com.vn/phan-lo-nguyen-son-–-long-bien--tang-full-noi-that-–-45-m2-–-4-tang-–-3-98-ty-p291414.html,"PHÂN LÔ NGUYỄN SƠN – LONG BIÊN- TẶNG FULL NỘI THẤT – 45 M2 – 4 TẦNG – 3, 98 TỶ",nhà riêng,Hà Nội,Quận Long Biên,Phường Gia Thuỵ,3.98 tỷ,45 m2,09/08/2024,"- Nhà nằm ngay trong khu phân lô ngõ 117 Nguyễn Sơn, Khu toàn cán bộ nhân viên Cục Hàng không Việt Nam, dân trí cao, thân thiện.
- Ba bước chân ra ngõ ô tô tránh, ngõ trước nhà xe ba gác qua, ngõ thông sang Nguyễn Văn Cừ.
- Xung quanh tiện ích không thiếu gì, gần Bệnh Viện Tâm Anh, Trường QT Wellsprings, Bến Xe Gia Lâm…..
- Nhà đẹp, thiết kế dư công năng, diện tích 45 m2, mặt tiền 4m, thiết kế 4 tầng hiện đại, chắc chắn, nhà mới ở vài năm còn như mới.
+ Thiết kế:
- Tầng 1: Phòng khách, bếp, vệ sinh.
- Tầng 2: 2 phòng ngủ, vệ sinh.
- Tầng 3: 2 phòng ngủ, vệ sinh.
- Tầng 4: Phòng thờ, sân phơi.
- Sổ chính chủ cất két chờ sang tên chủ mới.
- Liên hệ : Quang Hưng – Chuyên Bđs Long Biên                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Long Biên
Mua bán nhà đất Phường Gia Thuỵ",4,4,4
39,https://bds.com.vn/càn-bán-nhà-bát-khói-long-bien-gia-lam-hà-nọi-p291422.html,"cần bán nhà ,bát khối ,long biên ,gia lâm ,hà nội",nhà riêng,Hà Nội,Quận Long Biên,Phường Cự Khối,3280000 tỷ,32 m2,09/08/2024,"+ Đường Bát Khối thuộc phường Long Biên, quận Long Biên Hà Nội. Đây là tuyến đường đang phát triển từng ngày với mật độ dân cư không quá đông, an sinh tiện ích đầy đủ không thiếu thứ gì. 

- Tầng 1: Phòng khách, bếp, vệ sinh.
- Tầng 2,3,4: Mỗi tầng 1 ngủ rộng 1 vệ sinh.
- Tầng 5: Phòng thờ, sân phơi.                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Long Biên
Mua bán nhà đất Phường Cự Khối",3,,5
